code,name,city,country
BHA,Bahia De Caraquez,Bahia de Caraquez,EC
BHB,Bar Harbor Airport,Trenton,US
BHC,Bhurban Heliport,Murree,PK
BHD,George Best Belfast City Airport,Castlereagh,GB
BHE,Woodbourne Airport,Blenheim,NZ
BHF,Bahia Cupica,,CO
BHG,Brus Laguna,Brus Laguna,HN
BHH,Bisha Airport,Qal`at Bishah,SA
BHI,Comandante Airport,Bahia Blanca,AR
BHJ,Rudra Mata Airport,Bhuj,IN
BHK,Bukhara Airport,Bukhara,UZ
BHL,Bahia Angeles,,MX
BHM,Birmingham-Shuttlesworth International Airport,Tarrant,US
BHN,Beihan,Bayhan,YE
BHO,Raja Bhoj Airport,Bhopal,IN
BHP,Bhojpur,,NP
BHQ,Broken Hill Airport,,AU
BHR,Bharatpur Airport,,NP
BHS,Raglan Airport,Kelso,AU
BHT,Brighton Downs,,AU
BHU,Bhavnagar Airport,Bhavnagar,IN
BHV,Bahawalpur Airport,Bahawalpur,PK
BHW,Bhagatanwala Airport,,PK
BHX,Birmingham International Airport,Bickenhill,GB
BHY,Beihai Fucheng Airport,Beihai,CN
BIA,Bastia Poretta Airport,Borgo,FR
BIB,Baidoa,Baidoa,SO
BIC,Aérodrome de Belle Île,Bangor,FR
BID,Block Island,Charlestown,US
BIE,Beatrice,Beatrice,US
BIF,Biggs AAF,El Paso,US
BIG,Intermediate Field,,US
BIH,Bishop,Bishop,US
BII,Enyu Airfield,,MH
BIJ,Biliau,,PG
BIK,Mokmer Airport,Biak,ID
BIL,Billings Logan International Airport,Billings,US
BIM,Bimini International Airport,,BS
BIN,Bamiyan,Bamyan,AF
BIO,Bilbao Airport,Sondika,ES
BIP,Bulimba,,AU
BIQ,Biarritz - Anglet - Bayonne Airport,Anglet,FR
BIR,Biratnagar Airport,Jogbani,NP
BIS,Bismarck Airport,Bismarck,US
BIT,Baitadi,Mahendranagar,NP
BIU,Bildudalur,,IS
BIV,Bria,Bria,CF
BIW,Billiluna,,AU
BIX,Keesler AFB,Biloxi,US
BIY,Bisho,Port Alfred,ZA
BIZ,Bimin,,PG
BJA,Bejaia Airport,Bejaia,DZ
BJB,Bojnord,Bojnurd,IR
BJC,Jeffco,Broomfield,US
BJD,Bakkafjordur,,IS
BJE,Baleela,Al Fulah,SD
BJF,Batsfjord Airport,Batsfjord,NO
BJG,Bolaang,,ID
BJH,Bajhang,,NP
BJI,Bemidji Airport,Bemidji,US
BJJ,Wayne County,Wooster,US
BJK,Benjina,,ID
BJL,Yundum International Airport,Abuko,GM
BJM,Bujumbura International Airport,Bujumbura,BI
BJN,Bajone,,MZ
BJO,Bermejo,San Ramon de la Nueva Oran,BO
BJP,Braganca Paulista,Braganca Paulista,BR
BJQ,Bahja Airport,,OM
BJR,Bahar Dar Airport,Bahir Dar,ET
BJT,Bentota River,Beruwala,LK
BJU,Bajura Airport,,NP
BJV,Milas-Bodrum Airport,Kiulukioi,TR
BJW,Bajawa Soa Airport,Naru,ID
BJX,Guanajuato International Airport,Colonia Nuevo Mexico,MX
BJY,Batajnica,Novi Banovci,RS
BJZ,Badajoz Airport,Talavera La Real,ES
BKA,Bykovo,,RU
BKB,Bikaner,Bikaner,IN
BKC,Buckland Airport,,US
BKD,Stephens County,Breckenridge,US
BKE,Baker,Baker City,US
BKF,Lake Brooks SPB,,US
BKG,Branson,Hollister,US
BKH,Barking Sands PMRF,,US
BKI,Kota Kinabalu International Airport,Putatan,MY
BKJ,Boke,Boke,GN
BKK,Suvarnabhumi Airport,Lat Krabang,TH
BKL,Burke Lakefront Airport,Cleveland,US
BKM,Bakalalan,,MY
BKN,Balkanabat Airport,Balkanabat,TM
BKO,Bamako-Senou International Airport,Bamako,ML
BKP,Barkly Downs,,AU
BKQ,Blackall Airport,,AU
BKR,Bokoro,Bokoro,TD
BKS,Fatmawati Soekarno Airport,Bengkulu,ID
BKT,Blackstone AAF,Blackstone,US
BKU,Betioky,Betioky,MG
BKV,Bailing Airport,Bailingmiao,CN
BKW,Beckley Airport,Daniels,US
BKX,Brookings,Brookings,US
BKY,Kavumu,Bukavu,CD
BKZ,Bukoba Airport,Bukoba,TZ
BLA,General Jose Antonio Anzoategui International Airport,Barcelona,VE
BLB,Panama Pacifico Airport,Ancon,PA
BLC,Bamenda,,CM
BLD,Boulder City,Boulder City,US
BLE,Dala Airport,Ornas,SE
BLF,Princeton,Bluefield,US
BLG,Belaga,Data Kakus,MY
BLH,Blythe,Mesa Verde,US
BLI,Bellingham International Airport,Marietta-Alderwood,US
BLJ,Batna Airport,Batna,DZ
BLK,Blackpool Airport,Great Marton,GB
BLL,Billund Airport,Billund,DK
BLM,Monmouth Executive Airport,Belmar,US
BLN,Benalla,Benalla,AU
BLO,Blonduos,,IS
BLP,Bellavista,Kelluyo,PE
BLQ,Guglielmo Marconi Airport,Trebbo,IT
BLR,Kempegowda International Airport,Devanhalli,IN
BLS,Bollon,,AU
BLT,Blackwater,Blackwater,AU
BLU,Blue Canyon,Foresthill,US
BLV,Belleville,Lebanon,US
BLW,Bellows Field,Waimanalo Beach,US
BLX,Belluno,Belluno,IT
BLY,Belmullet,Belmullet,IE
BLZ,Chileka Airport,,MW
BMA,Bromma Airport,Bromma,SE
BMB,Bumba,Bumba,CD
BMC,Brigham City,Brigham City,US
BMD,Belo,,MG
BME,Broome Airport,,AU
BMF,Bakouma,Bangassou,CF
BMG,Bloomington,Bloomington,US
BMH,Bomai,,PG
BMI,Central Illinois Regional Airport,Bloomington,US
BMJ,Baramita,,GY
BMK,Borkum,Borkum,DE
BML,Berlin Municipal Airport,,US
BMM,Bitam,,GA
BMN,Bamerny,Al `Amadiyah,IQ
BMO,Bhamo,Bhamo,MM
BMP,Brampton Island,,AU
BMQ,Bamburi,,KE
BMR,Baltrum,Baltrum,DE
BMS,Brumado,Brumado,BR
BMT,Beaumont Municipalcipal,Beaumont,US
BMU,Sultan Muhammad Salahuddin Airport,Melati,ID
BMV,Phung-Duc Airport,Buon Ma Thuot,VN
BMW,Bordj Badji Mokhtar,Tessalit,DZ
BMX,Big Mountain,,US
BMY,Belep Island,Wala,NC
BMZ,Bamu,,PG
BNA,Nashville International Airport,Nashville,US
BNB,Boende,Boende,CD
BNC,Beni,,CD
BND,Bandar Abbas International Airport,Bandar 'Abbas,IR
BNE,Brisbane Airport,Ascot,AU
BNF,Warm Spring Bay SPB,,US
BNG,Banning,Banning,US
BNH,Barnes,,US
BNI,Benin City Airport,Benin City,NG
BNK,Ballina Byron Airport,Ballina,AU
BNL,Barnwell Regional,Barnwell,US
BNM,Bodinumu,,PG
BNN,Bronnoysund Airport Bronnoy,Bronnoysund,NO
BNO,Burns,Burns,US
BNP,Bannu,Bannu,PK
BNQ,Baganga,Aurora,PH
BNR,Banfora,Banfora,BF
BNS,Barinas,Barinas,VE
BNT,Bundi,,PG
BNU,Blumenau,Gaspar,BR
BNV,Boana,,PG
BNW,Boone,Boone,US
BNX,Banja Luka Airport,Laktasi,BA
BNY,Bellona,,SB
BNZ,Banz,,PG
BOA,Boma,,CD
BOB,Motu Mute Airport,,PF
BOC,Bocas Del Toro,Bocas del Toro,PA
BOD,Bordeaux Airport,Le Haillan,FR
BOE,Boundji,,CG
BOF,Bolling AFB,,US
BOG,El Dorado International Airport,Funza,CO
BOH,Bournemouth Airport,St Leonards,GB
BOI,Boise Air Terminal (Gowen Field),Boise,US
BOJ,Bourgas Airport,Sredets,BG
BOK,Brookings State,Brookings,US
BOL,Ballykelly,Ballykelly,GB
BOM,Chhatrapati Shivaji International Airport,Mumbai,IN
BON,Flamingo International Airport,Dorp Tera Kora,BQ
BOO,Bodo Airport,Bodo,NO
BOP,Bouar,Bouar,CF
BOQ,Boku,,PG
BOS,Logan International Airport,Chelsea,US
BOT,Boset,,PG
BOU,Bourges,Fussy,FR
BOV,Boang,,PG
BOW,Bartow,Bartow,US
BOX,Borroloola,,AU
BOY,Borgo,Bobo-Dioulasso,BF
BOZ,Bozoum,Bozoum,CF
BPA,Grumman,Bethpage,US
BPB,Boridi,,PG
BPC,Bamenda,Bamenda,CM
BPD,Bapi,,PG
BPE,Qinhuangdao Beidaihe Airport,,CN
BPF,Batuna Aerodrome,,SB
BPG,Barra Do Garcas,Barra do Garcas,BR
BPH,Bislig,Bislig,PH
BPI,Big Piney-marbleton,Marbleton,US
BPK,Biangabip,,PG
BPL,Bole Airport,Dostyq,CN
BPM,Begumpet,Quthbullapur,IN
BPN,Sultan Aji Muhamad Sulaiman Airport,City of Balikpapan,ID
BPS,Porto Seguro Airport,Porto Seguro,BR
BPT,Jefferson County Airport,Nederland,US
BPU,Beppu,Beppu,JP
BPX,Bangda Airport,Yanduo,CN
BPY,Besalampy,,MG
BQA,Baler,Dona Remedios Trinidad,PH
BQB,Bussellton Regional Airport,Vasse,AU
BQE,Bubaque,Bubaque,GW
BQG,Bogorodskoye,Bogorodskoye,RU
BQH,Biggin Hill,Biggin Hill,GB
BQI,Bagani,Bagani,
BQJ,Batagay,Batagay,RU
BQK,Glynco Jetport,,US
BQL,Boulia,,AU
BQN,Rafael Hernandez Airport,San Antonio,PR
BQO,Bouna,Bouna,CI
BQQ,Barra,Barra,BR
BQS,Blagoveschensk Airport,Shangmachang,RU
BQT,Brest Airport,Zhabinka,BY
BQU,J. F. Mitchell,,VC
BQV,Bartlett SPB,,US
BQW,Balgo Hills,,AU
BRA,Barreiras Airport,Barreiras,BR
BRB,Barreirinhas,Barreirinha,BR
BRC,San Carlos de Bariloche International Airport,San Carlos de Bariloche,AR
BRD,Crow Wing County Airport,Brainerd,US
BRE,Bremen Airport,Bremen,DE
BRF,Bradford,Bradford,GB
BRG,Municipal,Whitesburg,US
BRH,Brahman,,PG
BRI,Palese Airport,San Paolo,IT
BRJ,Bright,,AU
BRK,Bourke,,AU
BRL,Burlington Airport,Burlington,US
BRM,Barquisimeto Airport,Barquisimeto,VE
BRN,Bern Airport,Belp,CH
BRO,South Padre Island International Airport,South Point,US
BRP,Biaru,,PG
BRQ,Turany Airport,Slapanice,CZ
BRR,North Bay Airport,,GB
BRS,Bristol Airport,Butcombe,GB
BRT,Bathurst Island,,AU
BRU,Brussels Airport,Zaventem,BE
BRV,Bremerhaven,Ihlienworth,DE
BRW,Wiley Post-Will Rogers Memorial Airport,,US
BRX,Barahona,Santa Cruz de Barahona,DO
BRY,Samuels Field,Bardstown,US
BRZ,Borotou,,CI
BSA,Bossaso,Bosaso,SO
BSB,Brasilia International Airport,Brasilia,BR
BSC,Bahia Solano,Mutis,CO
BSD,Baoshan Airport,Dianyang,CN
BSE,Sematan,,MY
BSF,Bradshaw AAF,Kailua,US
BSG,Bata Airport,Bata,GQ
BSH,Brighton,Brighton,GB
BSI,Blairsville,Blairsville,US
BSJ,Bairnsdale,Bairnsdale,AU
BSK,Biskra Airport,Biskra,DZ
BSL,EuroAirport Swiss,,CH
BSM,Bishe-kola,Mahmudabad,IR
BSN,Bossangoa,Bossangoa,CF
BSO,Basco Airport,Basco,PH
BSP,Bensbach,,PG
BSQ,Bisbee Municipal Airport,Naco,US
BSR,Basra International Airport,Al Basrah,IQ
BSS,Balsas,Balsas,BR
BST,Bost,Lashkar Gah,AF
BSU,Basankusu,Bongandanga,CD
BSV,Besakoa,Marovoay,MG
BSW,Boswell Bay,,US
BSX,Bassein,Pathein,MM
BSY,Bardera,Baardheere,SO
BSZ,Bartletts,,US
BTA,Yaoundé,Bertoua,CM
BTB,Betou,Mongoumba,CG
BTC,Batticaloa,,LK
BTD,Brunette Downs,,AU
BTE,Bonthe,Pujehun,SL
BTF,Salt Lake Skypark,Bountiful,US
BTG,Batangafo,Batangafo,CF
BTH,Hang Nadim International Airport,,ID
BTI,Barter Island Airport,,US
BTJ,Sultan Iskandar Muda International Airport,Montasik,ID
BTK,Bratsk Airport,Bratsk,RU
BTL,WK Kellogg Regional,Level Park-Oak Park,US
BTM,Butte Airport,Butte,US
BTN,Bennettsville,Bennettsville,US
BTO,Botopasie,,SR
BTP,Butler County - Kenny Scholter Field,Homeacre-Lyndora,US
BTQ,Butare,Butare,RW
BTR,Baton Rouge Metropolitan Airport,Brownsfield,US
BTS,Bratislava Airport,,SK
BTT,Bettles,,US
BTU,Bintulu Airport,Bintulu,MY
BTV,Burlington International Airport,South Burlington,US
BTW,Batu Licin,Sungaikupang,ID
BTX,Betoota,,AU
BTY,Beatty,,US
BTZ,Yala Betong International Airport,Betong,TH
BUA,Buka,,PG
BUB,Municipal,Burwell,US
BUC,Burketown,,AU
BUD,Budapest Ferenc Liszt International Airport,Vecses,HU
BUF,Buffalo Niagara International Airport,Williamsville,US
BUG,Gen V Deslandes,Benguela,AO
BUI,Bokondini,,ID
BUJ,Ain Eddis,'Ain el Melh,DZ
BUK,Albuq,An Nasirah,YE
BUL,Bulolo,,PG
BUM,Butler,Butler,US
BUN,Buenaventura,Buenaventura,CO
BUO,Burao,Burao,SO
BUP,Bhatinda Airport,Bhatinda,IN
BUQ,Bulawayo Airport,Bulawayo,ZW
BUR,Bob Hope Airport,North Hollywood,US
BUS,Batumi Airport,Batumi,GE
BUT,Bathpalathang Airport,Jakar,BT
BUU,Muara Bungo Airport,Muarabungo,ID
BUV,Bella Union,Tomas Gomensoro,UY
BUW,Baubau Airport,,ID
BUX,Bunia,Bunia,CD
BUY,Bunbury,Bunbury,AU
BUZ,Bushehr Airport,Bushehr,IR
BVA,Beauvais-Tille Airport,Tille,FR
BVB,Boa Vista Airport,Boa Vista,BR
BVC,Rabil Airport,Vila de Sal Rei,CV
BVD,Sea Port,,US
BVE,Laroche Airport,Brive-la-Gaillarde,FR
BVF,Dama,,FJ
BVG,Berlevag Airport,Berlevag,NO
BVH,Vilhena Airport,,BR
BVI,Birdsville,,AU
BVJ,Bovanenkovo Airport,Aksarka,RU
BVK,Huacaraje,,BO
BVL,Baures,,BO
BVM,Belmonte,Belmonte,BR
BVO,Bartlesville,Bartlesville,US
BVP,Bolovip,,PG
BVR,Esperadinha,Vila Nova Sintra,CV
BVS,Breves,Breves,BR
BVU,Beluga,,US
BVV,Burevestnik AFB,,RU
BVW,Batavia Downs,,AU
BVX,Municipal,Batesville,US
BVY,Beverly Municipal Airport,Beverly,US
BVZ,Beverley Springs,,AU
BWA,Bhairawa Airport,Bhairahawa,NP
BWB,Barrow Island,,AU
BWC,Brawley,Brawley,US
BWD,Brownwood,Early,US
BWE,Braunschweig,,DE
BWF,Walney Island,Barrow in Furness,GB
BWG,Warren County,Bowling Green,US
BWH,Butterworth,Permatang Kuching,MY
BWI,Baltimore/Wash International Thurgood Marshall Airport,Ferndale,US
BWJ,Bawan,,PG
BWK,Brac,Bol,HR
BWL,Blackwell,Blackwell,US
BWM,Bowman,Bowman,US
BWN,Brunei International Airport,Bandar Seri Begawan,BN
BWO,Balakovo,Balakovo,RU
BWP,Bewani,,PG
BWQ,Brewarrina,Brewarrina,AU
BWS,Blaine,White Rock,US
BWT,Burnie Wynyard Airport,Wynyard,AU
BWU,Sydney Bankstown,Bankstown,AU
BWW,Las Brujas Airport,Yaguajay,CU
BWX,Bandar Udara Internasional Banyuwangi,Kepuh Wetan,ID
BXA,George R Carr,Varnado,US
BXB,Babo,,ID
BXD,Bade,Bade,ID
BXE,Bakel,Diawara,SN
BXF,Belburn,,AU
BXG,Bendigo,White Hills,AU
BXH,Balhash,Balqash,KZ
BXI,Boundiali,Mankono,CI
BXJ,Burundai,Energeticheskiy,KZ
BXK,Buckeye Municipal,Buckeye,US
BXL,Blue Lagoon,,FJ
BXM,Batom,,ID
BXN,Imsik,Karaova,TR
BXO,Buochs,Stans,CH
BXP,Biala Podlaska,Biala Podlaska,PL
BXR,Bam,Bam,IR
BXS,Borrego Springs,Borrego Springs,US
BXT,Bontang,Bontang,ID
BXU,Butuan Airport,Libertad,PH
BXV,Breiddalsvik,,IS
BXW,Harun Thohir Airport,Paloh,ID
BXX,Borama International,Baki,SO
BXY,Baikonur Krayniy Airport,Toretam,KZ
BXZ,Bunsil,,PG
BYA,Boundary,,US
BYB,Dibaa,Dibba Al-Fujairah,OM
BYC,Yacuiba,Yacuiba,BO
BYD,Beidah,Marbat,YE
BYF,Albert-Bray Airport,Bray-sur-Somme,FR
BYG,Municipal,Buffalo,US
BYH,Arkansas International Airport,Blytheville,US
BYI,Rupert,Burley,US
BYJ,Beja International,Beja,PT
BYK,Bouake,Bouake,CI
BYL,Bella Yella,,LR
BYM,C.M. de Cespedes,Bayamo,CU
BYN,Bayankhongor,Bayanhongor,MN
BYO,Bonito Airport,Bonito,BR
BYP,Barimunya Airport,,AU
BYQ,Bunyu,,ID
BYR,Laeso Airport,Byrum,DK
BYS,Bicycle Lake AAF,Fort Irwin,US
BYT,Bantry,Bantry,IE
BYU,Bindlacher-Berg,Bindlach,DE
BYV,Beira Lake SPB,Colombo,LK
BYW,Blakely Island,,US
BYX,Baniyala,,AU
BZA,San Pedro,,NI
BZB,Bazaruto Island,,MZ
BZC,Buzios,Armacao de Buzios,BR
BZD,Balranald,,AU
BZE,Philip S.W. Goldson International Airport,,BZ
BZF,Benton Field,Redding,US
BZG,Bydgoszcz Airport,Bydgoszcz,PL
BZH,Bumi Hills,Siavonga,ZW
BZI,Balikesir,Balikesir,TR
BZK,Bryansk International Airport,Bryansk,RU
BZL,Barisal Airport,Barisal,BD
BZM,Bemolanga Airport,,MG
BZN,Bozeman Yellowstone International Airport,Belgrade,US
BZO,Bolzano,San Giacomo,IT
BZP,Bizant,,AU
BZR,Beziers Vias Airport,Portiragnes,FR
BZS,Buzzards Pt S,,US
BZT,Eagle Air Park,Brazoria,US
BZU,Buta,Buta,CD
BZV,Maya Maya Airport,Brazzaville,CG
BZX,Bazhong Enyang Airport,Bazhou,CN
BZY,Beltsy Airport,Balti,MD
BZZ,Raf Brize Norton,Carterton,GB
CAA,Catacamas,Santa Maria del Real,HN
CAB,Cabinda Airport,Cabinda,AO
CAC,Cascavel Airport,Cascavel,BR
CAD,Cadillac,Cadillac,US
CAE,Columbia Metropolitan Airport,,US
CAF,Carauari,Carauari,BR
CAG,Cagliari Elmas Airport,Elmas,IT
CAH,Kamau ,Ca Mau,VN
CAI,Cairo International Airport,,EG
CAJ,Canaima,,VE
CAK,Akron-Canton Airport,Greensburg,US
CAL,Machrihanish Airport,Campbeltown,GB
CAM,Camiri,Camiri,BO
CAN,Guangzhou Baiyun International Airport,,CN
CAO,Clayton,Clayton,US
CAP,Cap Haitien Airport,Okap,HT
CAQ,Caucasia,Caceres,CO
CAR,Municipal,Caribou,US
CAS,Anfa,Casablanca,MA
CAT,Cascais Municipal Aerodrome,Lisbon,PT
CAU,Caruaru,Caruaru,BR
CAV,Cazombo,,AO
CAW,Bartolomeu Lisandro Airport,Campos,BR
CAX,Carlisle,Brampton,GB
CAY,Felix Eboue Airport,Matoury,GF
CAZ,Cobar,Cobar,AU
CBA,Corner Bay,,US
CBB,J Wilsterman Airport,Cochabamba,BO
CBC,Cherrabun,,AU
CBD,Car Nicobar,,IN
CBE,Greater Cumberland Regional,Wiley Ford,US
CBF,Municipal,Council Bluffs,US
CBG,Cambridge Airport,Fulbourn,GB
CBH,Leger,Bechar,DZ
CBI,Cape Barren Island,,AU
CBJ,Cabo Rojo,Pedernales,DO
CBK,Municipal,Colby,US
CBL,Ciudad Bolivar,Ciudad Bolivar,VE
CBM,Columbus AFB,,US
CBN,Penggung,Weru,ID
CBO,Awang Airport,Awang,PH
CBP,Coimbra,Coimbra,PT
CBQ,Calabar Airport,Calabar,NG
CBR,Canberra Airport,Forrest,AU
CBS,Oro Negro,Cabimas,VE
CBT,Catumbela Airport,Catumbela,AO
CBU,Cottbus,,DE
CBV,Coban,Coban,GT
CBW,Campo Mourao,Campo Mourao,BR
CBX,Condobolin,,AU
CBY,Canobie,,AU
CBZ,Cabin Creek,,US
CCA,Chaffee AFB,,US
CCB,Cable Airport,Claremont,US
CCC,Jardines del Rey Airport,Moron,CU
CCD,Century City,,US
CCE,Grand Case,,MF
CCF,Carcassonne Airport,Pennautier,FR
CCG,Crane County Airport,Crane,US
CCH,Chile Chico,Chile Chico,CL
CCI,Concordia,Concordia,BR
CCJ,Calicut International Airport,Ferokh,IN
CCK,Cocos Islands Airport,West Island,CC
CCL,Chinchilla,,AU
CCM,Criciuma,Criciuma,BR
CCN,Chakcharan,Fayroz Koh,AF
CCO,Carimagua,,CO
CCP,Carriel Sur Airport,Concepcion,CL
CCQ,Cachoeira,Cachoeira,BR
CCR,Buchanan Field,Pacheco,US
CCS,Simon Bolivar International Airport,Catia La Mar,VE
CCT,Colonia Catriel,Picun Leufu,AR
CCU,Netaji Subhas Chandra Bose Airport,Dam Dam,IN
CCV,Craig Cove,,VU
CCW,Cowell,,AU
CCX,Caceres,,BR
CCY,Municipal,Charles City,US
CCZ,Chub Cay,,BS
CDA,Cooinda,,AU
CDB,Cold Bay Airport,,US
CDC,Cedar City Airport,Cedar City,US
CDD,Cauquira,,HN
CDE,Caledonia,Corozal,PA
CDG,Charles de Gaulle Airport,,FR
CDH,Harrell Field,Camden,US
CDI,Cachoeiro Itapemirim,Cachoeiro de Itapemirim,BR
CDJ,Conceicao Do Araguaia,,BR
CDK,Lewis,Inglis,US
CDL,Candle,,US
CDN,Woodward Field,Camden,US
CDO,Cradock,Cradock,ZA
CDP,Cuddapah,Cuddapah,IN
CDQ,Croydon,,AU
CDR,Chadron Airport,Chadron,US
CDS,Childress,Meade,US
CDT,Castellon,Benlloch,ES
CDU,Camden,,AU
CDV,Mudhole Smith Airport,,US
CDW,Caldwell Wright,Caldwell,US
CDY,Cagayan De Sulu,Cagayan,PH
CDZ,Cadiz,Cadiz,ES
CEA,Cessna Aircraft Field,,US
CEB,Mactan-Cebu International Airport,Buagsong,PH
CEC,Del Norte County Regional Airport,Crescent City,US
CED,Ceduna Airport,,AU
CEE,Cherepovets Airport,Tonshalovo,RU
CEF,Westover ARB/Metropolitan,North Chicopee,US
CEG,Hawarden Airport,Chester,GB
CEH,Chelinda,Livingstonia,MW
CEI,Chiang Rai International Airport,Chiang Rai,TH
CEK,Chelyabinsk International Airport,Potanino,RU
CEL,Cape Eleuthera,,BS
CEM,Central,,US
CEN,Ciudad Obregon Airport,Antonio Rosales,MX
CEO,Waco Kungo,Mambajao,AO
CEP,Concepcion,,BO
CEQ,Mandelieu,Mandelieu-la-Napoule,FR
CER,Maupertus,Fermanville,FR
CES,Cessnock,Cessnock,AU
CET,Le Pontreau,Cholet,FR
CEU,Oconee County,Clemson,US
CEV,Mettle Field,Connersville,US
CEW,Bob Sikes,Crestview,US
CEX,Chena Hot Springs,,US
CEY,Calloway County,Murray,US
CEZ,Montezuma County Airport,Cortez,US
CFA,Coffee Point,,US
CFB,Cabo Frio International Airport,Cabo Frio,BR
CFC,Cacador,Cacador,BR
CFD,Coulter Field,Bryan,US
CFE,Clermont-Ferrand Auvergne Airport,Aulnat,FR
CFF,Cafunfo,,AO
CFG,Jaime Gonzalez Airport,Cienfuegos,CU
CFH,Clifton Hills,,AU
CFI,Camfield,,AU
CFK,Chlef International Airport,Chlef,DZ
CFM,Conklin (Leismer) Airport,,CA
CFN,Donegal Airport,Derrybeg,IE
CFO,Confreza,,BR
CFP,Carpentaria Downs,,AU
CFQ,Creston Valley Airport,Creston,CA
CFR,Carpiquet Airport,Carpiquet,FR
CFS,Coffs Harbour Airport,Coffs Harbour,AU
CFT,Morenci,Clifton,US
CFU,Ioannis Kapodistrias Airport,Kerkyra,GR
CFV,Municipal,Coffeyville,US
CGA,Craig SPB,,US
CGB,Marechal Rondon International Airport,Varzea Grande,BR
CGC,Cape Gloucester,,PG
CGD,Changde Airport,Doumuhu,CN
CGE,Cambridge,Cambridge,US
CGF,Cuyahoga County,Highland Heights,US
CGG,Casiguran,Dinalongan,PH
CGH,Sao Paulo/Congonhas Airport,Diadema,BR
CGI,Cape Girardeau Airport,Scott City,US
CGJ,Chingola,Chingola,ZM
CGK,Soekarno-Hatta International Airport,Teluknaga,ID
CGM,Mambajao,San Vicente,PH
CGN,Cologne Bonn Airport,Wahn-Heide,DE
CGO,Zhengzhou Xinzheng Airport,,CN
CGP,Shah Amanat International Airport,Chittagong,BD
CGQ,Changchun Longjia International Airport,Changchun,CN
CGR,Campo Grande International Airport,Campo Grande,BR
CGS,College Park,,US
CGT,Chinguitti,Chinguetti,MR
CGV,Caiguna,Esperance,AU
CGX,Merrill C Meigs,,US
CGY,Laguindingan International Airport,Lumbia,PH
CGZ,Municipal,Casa Grande,US
CHA,Chattanooga Airport,East Ridge,US
CHB,Chilas,Chilas,PK
CHC,Christchurch International Airport,Prebbleton,NZ
CHF,Jinhae,Changwon,KR
CHG,Chaoyang Airport,Chaoyang,CN
CHH,Chachapoyas,Chachapoyas,PE
CHI,Chicago FSS,,US
CHJ,Chipinge,Chipinge,ZW
CHK,Municipal,Chickasha,US
CHL,Challis,Challis,US
CHM,Chimbote,Buenos Aires,PE
CHN,Jeonju,,KR
CHO,Charlottesville Albemarle Airport,Hollymead,US
CHP,Circle Hot Springs,,US
CHQ,Chania International Airport,Mouzouras,GR
CHR,Chateauroux,Chateauroux,FR
CHS,Charleston International Airport,Hanahan,US
CHT,Karewa,Waitangi,NZ
CHU,Chuathbaluk Airport,,US
CHV,Chaves,Chaves,PT
CHW,Jiuhuang,,CN
CHX,Changuinola,Changuinola,PA
CHY,Choiseul Bay Airport,,SB
CHZ,State,Klamath Falls,US
CIA,Ciampino-G. B. Pastine International Airport,Ciampino,IT
CIB,Ap In The Sky,,US
CIC,Chico Municipal Airport,Chico,US
CID,The Eastern Iowa Airport,Fairfax,US
CIE,Collie,Collie,AU
CIF,Chifeng Airport,,CN
CIG,Craig-Moffat,Craig,US
CIH,Changzhi Airport,Daxinzhuang,CN
CII,Cildir,Choteau,TR
CIJ,E. Beltram Airport,Brasileia,BO
CIK,Chalkyitsik,,US
CIL,Melsing Creek,,US
CIM,Cimitarra,Puerto Parra,CO
CIN,Carroll,Carroll,US
CIO,MCAL Lopez,Concepcion,PY
CIP,Chipata,,ZM
CIQ,Chiquimula,Chiquimula,GT
CIR,Cairo,Cairo,US
CIS,Canton Island,Atafu Village,KI
CIT,Shymkent Airport,Shymkent,KZ
CIU,Chippewa County Airport,,US
CIV,Chomley,,US
CIW,Canouan Island,,VC
CIX,Cornel Ruiz Airport,Chiclayo,PE
CIY,Comiso Airport,Comiso,IT
CIZ,Coari,Coari,BR
CJA,Cajamarca Airport,Cajamarca,PE
CJB,Coimbatore International Airport,Irugur,IN
CJC,El Loa Airport,Calama,CL
CJD,Candilejas,Cartagena del Chaira,CO
CJF,Coondewanna Airport,,AU
CJH,Chilko Lake,Hanceville,CA
CJJ,Cheongju Airport,Cheongju-si,KR
CJL,Chitral,Chitral,PK
CJM,Chumphon Airport,Pathio,TH
CJN,Gillespie Field,El Cajon,US
CJS,Abraham Gonzalez International Airport,Ciudad Juarez,MX
CJT,Copalar,La Trinitaria,MX
CJU,Jeju International Airport,,KR
CJZ,Cajazeiras Airport,Cajazeiras,BR
CKA,Kegelman Af,Cherokee,US
CKB,Benedum Airport,Bridgeport,US
CKC,Cherkassy,Cherkasy,UA
CKD,Crooked Creek,,US
CKE,Clear Lake,Clearlake,US
CKG,Chongqing Jiangbei International Airport,Shuangfengqiao,CN
CKH,Chokurdah Airport,Chokurdakh,RU
CKI,Croker Island,,AU
CKK,Cherokee,Salem,US
CKL,Chkalovsky,Bakhchivandzhi,RU
CKM,Fletcher Field,Clarksdale,US
CKN,Municipal,Crookston,US
CKO,Cornelio Procopio,Bandeirantes,BR
CKR,Crane Island,,US
CKS,Carajas Airport,,BR
CKT,Sarakhs,Sarakhs,IR
CKU,City,,US
CKV,Outlaw Field,Oak Grove,US
CKW,Christmas Creek Mine,Wilkie,AU
CKX,Chicken,,US
